gene_id,C17_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C18_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C19_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C20_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C21_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C22_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C23_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C24_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C25_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C26_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C27_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C28_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C29_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C30_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C31_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C32_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E10_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E11_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E12_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E13_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E14_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E15_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E16_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E1_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E2_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E3_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E4_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E5_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E6_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E7_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E8_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E9_R1_001.fastq.gz.sam.sorted.bam.merge.gtf
SymbC1.scaffold12076.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2671.2,25,89,43,99,184,84,82,0,92,103,63,20,43,60,73,110,18,24,20,82,127,257,146,87,109,65,77,24,54,69,216,160
SymbC1.scaffold4991.1,0,0,0,55,73,79,36,0,0,39,18,0,16,0,15,36,18,0,0,0,28,124,66,0,11,14,29,0,11,12,115,22
SymbC1.scaffold15305.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9682.1,56,90,40,131,206,86,108,8,95,99,103,19,52,93,76,163,31,59,20,74,130,324,113,54,107,88,127,69,41,50,232,150
SymbC1.scaffold697.11,49,113,56,128,156,85,145,0,118,153,74,34,32,35,79,110,19,68,49,73,95,289,148,47,88,52,80,49,44,67,214,151
SymbC1.scaffold18178.1,26,31,0,22,29,37,14,0,14,10,0,0,0,0,0,19,0,0,0,12,44,51,39,0,24,0,28,25,0,21,79,50
SymbC1.scaffold697.13,0,0,0,0,25,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,21
SymbC1.scaffold697.12,6,28,7,35,78,13,22,4,36,37,33,0,8,6,28,59,0,10,13,18,27,63,30,15,26,18,24,16,6,17,44,46
SymbC1.scaffold697.15,32,38,3,40,67,33,35,0,27,47,35,7,18,28,14,41,12,20,36,17,83,112,27,17,34,29,72,38,14,34,71,42
SymbC1.scaffold697.14,5,21,0,34,39,7,24,0,14,33,16,0,14,0,14,18,0,10,12,0,20,57,5,0,0,5,15,28,4,23,67,38
SymbC1.scaffold8735.1,27,65,11,82,184,54,42,0,60,97,43,10,32,32,36,50,7,39,28,33,99,147,92,31,47,48,82,25,27,58,123,98
SymbC1.scaffold80.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold404.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold229.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11887.1,8,4,10,30,36,50,32,0,18,29,34,0,4,23,20,21,9,0,0,14,37,32,23,9,16,19,27,15,0,18,11,14
SymbC1.scaffold4343.2,11,46,20,49,79,46,63,16,50,64,26,8,16,12,44,41,0,10,5,51,39,98,32,27,37,47,21,31,28,44,83,86
SymbC1.scaffold8520.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8520.2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18799.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1189.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1189.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold14095.1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,26,0
SymbC1.scaffold1189.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6938.2,143,174,78,321,392,117,221,35,199,234,205,67,79,117,182,209,47,45,111,128,235,583,294,111,137,152,187,139,85,155,395,285
SymbC1.scaffold859.1,0,29,17,23,55,0,16,0,30,47,0,0,0,0,14,30,0,0,0,18,46,53,52,0,0,16,9,0,12,21,50,26
SymbC1.scaffold859.3,5,5,0,13,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,15
SymbC1.scaffold2185.5,0,19,6,8,12,7,12,0,0,17,0,0,0,0,0,22,0,0,8,4,0,0,0,0,0,0,0,0,0,0,13,8
SymbC1.scaffold2185.2,45,39,15,38,126,59,62,0,34,69,38,12,0,40,21,71,4,20,0,23,53,111,66,33,49,0,81,18,33,52,94,83
SymbC1.scaffold859.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold859.7,0,5,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1889.3,0,6,0,29,35,18,18,0,10,5,0,5,10,11,22,13,0,20,8,0,18,31,26,10,21,5,13,0,9,19,28,17
SymbC1.scaffold5093.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5093.1,0,13,0,36,58,35,37,0,40,22,16,0,14,0,22,57,0,9,0,24,19,31,10,0,0,17,22,15,7,21,47,32
SymbC1.scaffold24.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24.210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1889.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1536.3,0,29,0,0,21,10,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,15,10,0,0,0,0,0,0,0,14,7
SymbC1.scaffold10407.1,12,18,0,18,23,22,33,0,11,47,0,0,0,10,0,50,0,0,0,10,22,40,0,0,10,20,16,18,9,0,33,27
SymbC1.scaffold1536.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold20497.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold16547.1,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,7,8,4,9,0,0,0,0,0,0,0,0,0,3
SymbC1.scaffold2.1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8964.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8964.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8964.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8964.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold13649.1,9,0,0,5,10,6,10,0,0,0,8,4,3,0,0,7,0,0,0,0,20,22,12,0,9,0,0,6,0,7,20,0
SymbC1.scaffold4578.1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,3,15,7,0,7,0,0
SymbC1.scaffold4578.2,13,36,24,41,134,63,40,0,28,29,52,5,28,23,32,42,16,28,15,33,29,107,59,22,37,61,79,20,33,19,101,87
SymbC1.scaffold1090.2,23,22,8,25,84,23,42,4,28,47,24,4,18,25,41,25,0,14,12,17,43,126,44,21,38,21,36,10,5,14,48,55
SymbC1.scaffold1090.3,0,0,0,0,0,55,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SymbC1.scaffold1090.4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24348.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1090.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1090.9,16,20,34,19,72,33,29,0,0,30,19,9,28,19,21,48,5,27,6,30,34,47,46,20,47,35,46,22,0,22,41,61
SymbC1.scaffold11564.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11564.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10903.1,12,16,7,15,29,15,13,0,48,37,9,6,0,0,0,8,0,0,6,18,30,55,18,0,14,22,10,0,20,18,0,44
SymbC1.scaffold2403.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2403.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SymbC1.scaffold2735.1,26,73,30,60,312,143,86,0,58,68,52,8,58,54,65,127,48,34,0,75,94,339,88,42,85,69,173,45,31,40,382,83
SymbC1.scaffold2403.4,9,29,6,29,109,29,0,0,14,37,22,17,0,14,19,42,22,0,17,17,66,104,43,0,18,39,42,6,8,32,66,30
SymbC1.scaffold6383.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1323.5,30,46,13,30,59,53,31,0,42,42,73,0,36,66,44,52,18,0,17,39,140,215,60,37,22,57,106,36,10,14,160,92
SymbC1.scaffold1323.4,9,0,14,0,74,26,16,0,34,28,28,13,21,19,27,34,0,0,0,12,52,56,56,7,0,11,16,10,23,26,43,56
SymbC1.scaffold1323.7,0,10,3,7,26,20,5,3,17,3,9,4,3,0,12,10,5,0,13,0,16,4,12,5,4,0,25,3,3,0,7,0
SymbC1.scaffold1323.6,22,20,0,64,114,66,66,0,33,67,41,15,35,21,0,59,0,0,24,19,50,179,39,24,39,37,79,36,13,49,106,117
SymbC1.scaffold1323.3,18,59,19,51,107,50,51,0,35,66,44,27,7,37,28,52,0,36,32,20,31,150,53,43,20,11,77,35,24,42,94,119
SymbC1.scaffold1323.9,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
SymbC1.scaffold1323.8,32,21,6,18,58,26,35,0,35,13,21,0,14,31,23,43,6,0,4,11,46,55,24,10,32,22,15,12,7,7,26,27
SymbC1.scaffold24.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold23038.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold241.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold241.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold241.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold241.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2016.11,0,0,0,0,17,0,0,0,0,0,0,0,0,7,6,12,0,0,0,5,0,38,0,0,0,0,13,0,0,10,0,0
SymbC1.scaffold2016.10,237,379,140,460,735,0,514,36,277,409,274,86,162,180,320,411,68,281,168,235,463,1055,586,258,474,388,436,232,195,255,664,805
SymbC1.scaffold1105.2,0,13,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,5,0,0,0,0,0,19,0
SymbC1.scaffold3416.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0
SymbC1.scaffold3416.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3416.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3416.4,0,7,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18
SymbC1.scaffold52.7,42,49,22,88,133,44,80,0,62,82,48,17,61,45,35,87,21,40,35,63,82,171,50,36,99,58,84,0,30,31,146,168
SymbC1.scaffold52.6,8,17,11,16,35,12,43,0,20,29,9,17,0,12,11,31,0,12,19,19,34,69,43,5,25,0,44,0,0,0,57,36
SymbC1.scaffold1026.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1026.4,10,28,0,22,53,33,0,0,37,0,48,0,14,43,46,37,0,0,14,0,34,185,41,0,0,27,0,0,0,0,74,17
SymbC1.scaffold52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SymbC1.scaffold1026.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8302.1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0
SymbC1.scaffold1026.9,0,0,0,6,14,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
SymbC1.scaffold1026.8,9,0,0,0,14,0,0,0,0,12,0,0,0,0,18,0,0,4,17,3,8,31,13,16,9,36,0,0,0,9,31,0
SymbC1.scaffold7641.2,0,0,0,10,31,0,9,0,0,11,13,0,0,0,0,0,0,0,0,0,0,29,21,0,0,0,14,0,0,0,27,0
SymbC1.scaffold7641.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4926.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold13126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,6,0,0,0,0,0,0,0,0,0
SymbC1.scaffold895.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold895.10,0,4,6,14,12,0,9,0,0,22,0,6,4,2,8,0,0,2,0,0,19,23,0,0,3,4,5,4,4,7,24,9
SymbC1.scaffold9093.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold895.14,0,16,10,13,21,0,15,0,0,10,8,0,11,0,0,15,0,0,0,0,0,20,10,0,0,0,20,0,0,6,19,28
SymbC1.scaffold9093.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6394.2,22,17,24,28,124,30,25,4,30,70,26,20,21,42,21,49,6,34,23,35,64,111,75,25,40,17,30,38,30,67,95,45
SymbC1.scaffold2835.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7009.2,0,15,0,19,9,0,12,0,6,12,0,0,0,0,0,34,0,5,0,0,14,22,41,3,19,7,22,0,6,6,0,16
SymbC1.scaffold7009.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7009.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3146.1,20,33,0,27,56,38,70,0,32,46,22,0,25,34,20,51,12,8,13,24,49,97,44,14,52,63,19,0,10,23,83,28
SymbC1.scaffold10057.1,46,71,24,114,183,79,74,8,98,121,45,26,43,65,84,94,17,36,34,91,136,224,146,33,70,95,74,67,51,64,160,155
SymbC1.scaffold1286.3,0,0,0,0,6,8,7,0,0,5,0,0,7,0,0,15,0,0,4,6,10,13,0,0,0,0,0,0,0,0,10,6
SymbC1.scaffold18772.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11
SymbC1.scaffold73.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1286.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1286.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SymbC1.scaffold1286.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold73.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold34925.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold276.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold276.3,0,21,16,36,68,40,35,0,14,15,48,9,0,30,22,34,0,4,0,23,11,54,16,10,12,13,34,18,20,10,78,45
SymbC1.scaffold276.1,0,14,0,8,26,10,11,0,17,0,20,0,18,12,13,0,0,0,0,9,0,59,7,14,0,12,19,6,0,0,42,9
SymbC1.scaffold276.6,19,67,25,69,129,69,102,12,52,98,33,0,18,54,34,64,32,27,0,72,65,142,140,0,33,44,42,9,20,27,98,107
SymbC1.scaffold5.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold276.4,13,35,12,21,46,13,33,4,14,16,8,0,10,20,30,13,0,8,0,4,25,45,22,0,22,26,10,0,3,11,54,36
SymbC1.scaffold276.5,0,0,0,0,18,0,9,0,0,14,2,0,0,0,0,21,0,0,0,0,16,0,0,0,14,0,0,0,0,4,9,24
SymbC1.scaffold7973.2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,6,0,0,0,0,23
SymbC1.scaffold6522.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7973.1,10,0,39,0,104,18,29,4,32,38,0,0,0,17,0,38,8,0,10,22,49,87,32,0,16,16,50,8,0,16,54,32
SymbC1.scaffold1762.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1762.3,88,134,49,213,200,135,192,0,145,147,114,60,91,135,100,270,75,69,95,74,204,502,210,49,191,0,224,57,0,94,261,214
SymbC1.scaffold16325.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold16325.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold40268.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1609.5,5,20,5,20,34,0,10,0,8,0,19,0,10,4,9,8,0,12,21,6,4,58,23,0,11,24,0,20,11,10,12,20
SymbC1.scaffold1609.6,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,6,0,10,0,4,0,0,0,0,0,0,0
SymbC1.scaffold1609.1,0,7,0,0,30,0,0,0,0,25,0,0,0,19,0,0,0,7,0,11,10,43,11,12,27,16,28,26,0,12,34,47
SymbC1.scaffold1609.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
