"","gene_id","GO.term","Function"
"1283","Pver_g25740","Glutathione-disulfide reductase (NADPH) activity","Symbiotic maintenance"
"1284","Pver_g26213","Glutathione-disulfide reductase (NADPH) activity","Symbiotic maintenance"
"1285","Pver_novel_270_5de57afd","Glutathione-disulfide reductase (NADPH) activity","Symbiotic maintenance"
"1286","Pver_g3248","Glycine transport","Nutrient metabolism"
"1287","Pver_g7695","Glycine transport","Nutrient metabolism"
"1288","Pver_g9370","Glycine transport","Nutrient metabolism"
"1289","Pver_g9371","Glycine transport","Nutrient metabolism"
"1290","Pver_g11546","Glycine transport","Nutrient metabolism"
"1291","Pver_g16042","Glycine transport","Nutrient metabolism"
"1292","Pver_g849","Glycogen biosynthetic process","Nutrient metabolism"
"1293","Pver_g2999","Glycogen biosynthetic process","Nutrient metabolism"
"1294","Pver_g3130","Glycogen biosynthetic process","Nutrient metabolism"
"1295","Pver_g5784","Glycogen biosynthetic process","Nutrient metabolism"
"1296","Pver_g5832","Glycogen biosynthetic process","Nutrient metabolism"
"1297","Pver_g6207","Glycogen biosynthetic process","Nutrient metabolism"
"1298","Pver_g7271","Glycogen biosynthetic process","Nutrient metabolism"
"1299","Pver_g12449","Glycogen biosynthetic process","Nutrient metabolism"
"1300","Pver_g12632","Glycogen biosynthetic process","Nutrient metabolism"
"1301","Pver_g13135","Glycogen biosynthetic process","Nutrient metabolism"
"1302","Pver_g13168","Glycogen biosynthetic process","Nutrient metabolism"
"1303","Pver_g16142","Glycogen biosynthetic process","Nutrient metabolism"
"1304","Pver_g16993","Glycogen biosynthetic process","Nutrient metabolism"
"1305","Pver_g17318","Glycogen biosynthetic process","Nutrient metabolism"
"1306","Pver_g17461","Glycogen biosynthetic process","Nutrient metabolism"
"1307","Pver_g17604","Glycogen biosynthetic process","Nutrient metabolism"
"1308","Pver_g18498","Glycogen biosynthetic process","Nutrient metabolism"
"1309","Pver_g19246","Glycogen biosynthetic process","Nutrient metabolism"
"1310","Pver_g23287","Glycogen biosynthetic process","Nutrient metabolism"
"1311","Pver_g24968","Glycogen biosynthetic process","Nutrient metabolism"
"1312","Pver_novel_370_5de57afd","Glycogen biosynthetic process","Nutrient metabolism"
"1313","Pver_g5003","Glycogen biosynthetic process","Nutrient metabolism"
"1314","Pver_g3124","Glycogen biosynthetic process","Nutrient metabolism"
"1315","Pver_g4331","Glycogen biosynthetic process","Nutrient metabolism"
"1316","Pver_g71","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1317","Pver_g75","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1318","Pver_g207","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1319","Pver_g254","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1320","Pver_g606","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1321","Pver_g1147","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1322","Pver_g1330","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1323","Pver_g1664","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1324","Pver_g1903","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1325","Pver_g1904","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1326","Pver_g1927","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1327","Pver_g2034","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1328","Pver_g2183","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1329","Pver_g2412","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1330","Pver_g2732","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1331","Pver_g3098","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1332","Pver_g3101","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1333","Pver_g3102","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1334","Pver_g3587","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1335","Pver_g3588","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1336","Pver_g5733","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1337","Pver_g6182","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1338","Pver_g6286","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1339","Pver_g6594","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1340","Pver_g6694","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1341","Pver_g8460","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1342","Pver_g8892","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1343","Pver_g9361","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1344","Pver_g10333","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1345","Pver_g10486","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1346","Pver_g10487","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1347","Pver_g10488","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1348","Pver_g10633","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1349","Pver_g11409","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1350","Pver_g11411","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1351","Pver_g12397","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1352","Pver_g12559","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1353","Pver_g12564","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1354","Pver_g12848","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1355","Pver_g13383","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1356","Pver_g13464","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1357","Pver_g14690","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1358","Pver_g15025","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1359","Pver_g15701","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1360","Pver_g17239","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1361","Pver_g18973","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1362","Pver_g19874","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1363","Pver_g25646","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1364","Pver_g25870","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1365","Pver_g26014","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1366","Pver_g26583","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1367","Pver_g12567","Intracellular protein transport","Symbiotic nutrient exchange and signaling pathways"
"1368","Pver_g130","Autophagy of mitochondrion","Symbiotic maintenance"
"1369","Pver_g943","Autophagy of mitochondrion","Symbiotic maintenance"
"1370","Pver_g1334","Autophagy of mitochondrion","Symbiotic maintenance"
"1371","Pver_g2467","Autophagy of mitochondrion","Symbiotic maintenance"
"1372","Pver_g2635","Autophagy of mitochondrion","Symbiotic maintenance"
"1373","Pver_g3251","Autophagy of mitochondrion","Symbiotic maintenance"
"1374","Pver_g3895","Autophagy of mitochondrion","Symbiotic maintenance"
"1375","Pver_g4394","Autophagy of mitochondrion","Symbiotic maintenance"
"1376","Pver_g4487","Autophagy of mitochondrion","Symbiotic maintenance"
"1377","Pver_g4918","Autophagy of mitochondrion","Symbiotic maintenance"
"1378","Pver_g5612","Autophagy of mitochondrion","Symbiotic maintenance"
"1379","Pver_g5902","Autophagy of mitochondrion","Symbiotic maintenance"
"1380","Pver_g6418","Autophagy of mitochondrion","Symbiotic maintenance"
"1381","Pver_g7398","Autophagy of mitochondrion","Symbiotic maintenance"
"1382","Pver_g8160","Autophagy of mitochondrion","Symbiotic maintenance"
"1383","Pver_g8570","Autophagy of mitochondrion","Symbiotic maintenance"
"1384","Pver_g8736","Autophagy of mitochondrion","Symbiotic maintenance"
"1385","Pver_g9366","Autophagy of mitochondrion","Symbiotic maintenance"
"1386","Pver_g10232","Autophagy of mitochondrion","Symbiotic maintenance"
"1387","Pver_g11262","Autophagy of mitochondrion","Symbiotic maintenance"
"1388","Pver_g11529","Autophagy of mitochondrion","Symbiotic maintenance"
"1389","Pver_g12407","Autophagy of mitochondrion","Symbiotic maintenance"
"1390","Pver_g12833","Autophagy of mitochondrion","Symbiotic maintenance"
"1391","Pver_g12972","Autophagy of mitochondrion","Symbiotic maintenance"
"1392","Pver_g13044","Autophagy of mitochondrion","Symbiotic maintenance"
"1393","Pver_g13830","Autophagy of mitochondrion","Symbiotic maintenance"
"1394","Pver_g15561","Autophagy of mitochondrion","Symbiotic maintenance"
"1395","Pver_g16785","Autophagy of mitochondrion","Symbiotic maintenance"
"1396","Pver_g16799","Autophagy of mitochondrion","Symbiotic maintenance"
"1397","Pver_g16872","Autophagy of mitochondrion","Symbiotic maintenance"
"1398","Pver_g17110","Autophagy of mitochondrion","Symbiotic maintenance"
"1399","Pver_g19300","Autophagy of mitochondrion","Symbiotic maintenance"
"1400","Pver_g21025","Autophagy of mitochondrion","Symbiotic maintenance"
"1401","Pver_g22015","Autophagy of mitochondrion","Symbiotic maintenance"
"1402","Pver_g22591","Autophagy of mitochondrion","Symbiotic maintenance"
"1403","Pver_g23054","Autophagy of mitochondrion","Symbiotic maintenance"
"1404","Pver_g25450","Autophagy of mitochondrion","Symbiotic maintenance"
"1405","Pver_g26467","Autophagy of mitochondrion","Symbiotic maintenance"
"1406","Pver_g846","Autophagy of mitochondrion","Symbiotic maintenance"
"1407","Pver_g28","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1408","Pver_g665","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1409","Pver_g1542","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1410","Pver_g2130","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1411","Pver_g2542","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1412","Pver_g2543","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1413","Pver_g2544","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1414","Pver_g3008","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1415","Pver_g3238","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1416","Pver_g3526","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1417","Pver_g3674","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1418","Pver_g3747","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1419","Pver_g4004","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1420","Pver_g4041","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1421","Pver_g4763","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1422","Pver_g4766","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1423","Pver_g4767","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1424","Pver_g4768","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
"1425","Pver_g4769","Positive regulation of nitrogen compound metabolic process","Symbiotic nutrient exchange and signaling pathways"
