GO_id,term,GOSlim_bin
GO:0044603,F,other molecular function
GO:0044604,F,transporter activity
GO:0044605,F,other molecular function
GO:0044606,F,other molecular function
GO:0044607,P,other biological processes
GO:0044608,P,protein metabolism
GO:0044609,C,other cellular component
GO:0044610,F,transporter activity
GO:0044611,C,nucleus
GO:0044611,C,other membranes
GO:0044612,C,nucleus
GO:0044612,C,other membranes
GO:0044613,C,nucleus
GO:0044613,C,other membranes
GO:0044614,C,nucleus
GO:0044614,C,other membranes
GO:0044615,C,nucleus
GO:0044615,C,other membranes
GO:0044616,P,other biological processes
GO:0044617,P,other biological processes
GO:0044618,P,other biological processes
GO:0044619,P,other biological processes
GO:0044620,F,other molecular function
GO:0044621,P,other biological processes
GO:0044622,P,other biological processes
GO:0044623,P,other biological processes
GO:0044624,P,other biological processes
GO:0044625,P,other biological processes
GO:0044626,P,other biological processes
GO:0044627,P,stress response
GO:0044627,P,protein metabolism
GO:0044628,P,stress response
GO:0044628,P,protein metabolism
GO:0044629,P,stress response
GO:0044629,P,protein metabolism
GO:0044630,P,stress response
GO:0044630,P,protein metabolism
GO:0044631,P,stress response
GO:0044631,P,protein metabolism
GO:0044632,P,stress response
GO:0044632,P,protein metabolism
GO:0044633,P,stress response
GO:0044633,P,protein metabolism
GO:0044634,P,stress response
GO:0044634,P,protein metabolism
GO:0044635,P,stress response
GO:0044635,P,protein metabolism
GO:0044636,P,other biological processes
GO:0044637,P,other biological processes
GO:0044638,P,other biological processes
GO:0044639,P,other biological processes
GO:0044640,P,other biological processes
GO:0044641,P,other biological processes
GO:0044642,P,other biological processes
GO:0044643,P,other biological processes
GO:0044644,P,other biological processes
GO:0044645,P,stress response
GO:0044646,P,other biological processes
GO:0044647,C,plasma membrane
GO:0044647,C,other membranes
GO:0044648,P,protein metabolism
GO:0044648,P,cell organization and biogenesis
GO:0044649,P,other biological processes
GO:0044650,P,other biological processes
GO:0044651,P,other biological processes
GO:0044652,P,other biological processes
GO:0044653,F,other molecular function
GO:0044654,F,other molecular function
GO:0044655,P,cell organization and biogenesis
GO:0044656,P,cell organization and biogenesis
GO:0044657,P,cell organization and biogenesis
GO:0044658,P,cell organization and biogenesis
GO:0044659,P,other biological processes
GO:0044660,P,other biological processes
GO:0044661,P,other biological processes
GO:0044662,P,other biological processes
GO:0044663,P,other biological processes
GO:0044664,P,other biological processes
GO:0044665,C,nucleus
GO:0044666,C,other cellular component
GO:0044667,F,transporter activity
GO:0044668,F,transporter activity
GO:0044669,F,transporter activity
GO:0044670,F,transporter activity
GO:0044671,P,stress response
GO:0044671,P,developmental processes
GO:0044672,C,other cellular component
GO:0044673,C,other cellular component
GO:0044674,C,other cellular component
GO:0044675,C,other cellular component
GO:0044676,C,other cellular component
GO:0044677,C,other cellular component
GO:0044678,C,other cellular component
GO:0044679,C,other cellular component
GO:0044680,C,other cellular component
GO:0044681,C,other cellular component
GO:0044682,F,other molecular function
GO:0044683,F,other molecular function
GO:0044684,F,other molecular function
GO:0044685,F,other molecular function
GO:0044686,F,other molecular function
GO:0044687,F,other molecular function
GO:0044688,F,other molecular function
GO:0044689,F,other molecular function
GO:0044690,P,transport
GO:0044691,P,developmental processes
GO:0044692,F,enzyme regulator activity
GO:0044693,F,transporter activity
GO:0044694,P,other biological processes
GO:0044695,C,other membranes
GO:0044696,P,other biological processes
GO:0045002,P,stress response
GO:0045002,P,DNA metabolism
GO:0045003,P,stress response
GO:0045003,P,DNA metabolism
GO:0045004,P,stress response
GO:0045004,P,DNA metabolism
GO:0045005,P,DNA metabolism
GO:0045006,P,DNA metabolism
GO:0045007,P,stress response
GO:0045007,P,DNA metabolism
GO:0045008,P,stress response
GO:0045008,P,DNA metabolism
GO:0045009,C,other cellular component
GO:0045010,P,cell organization and biogenesis
GO:0045013,P,RNA metabolism
GO:0045014,P,RNA metabolism
GO:0045015,F,other molecular function
GO:0045016,P,transport
GO:0045017,P,other metabolic processes
GO:0045018,P,transport
GO:0045019,P,other metabolic processes
GO:0045022,P,transport
GO:0045023,P,cell cycle and proliferation
GO:0045025,C,other cytoplasmic organelle
GO:0045025,C,mitochondrion
GO:0045026,P,cell organization and biogenesis
GO:0045027,F,nucleic acid binding activity
GO:0045028,F,signal transduction activity
GO:0045029,F,signal transduction activity
GO:0045030,F,signal transduction activity
GO:0045031,F,signal transduction activity
GO:0045032,F,signal transduction activity
GO:0045033,P,cell organization and biogenesis
GO:0045035,P,developmental processes
GO:0045036,P,transport
GO:0045037,P,transport
GO:0045038,P,transport
GO:0045039,P,transport
GO:0045039,P,cell organization and biogenesis
GO:0045040,P,transport
GO:0045040,P,cell organization and biogenesis
GO:0045041,P,transport
GO:0045041,P,cell organization and biogenesis
GO:0045046,P,transport
GO:0045046,P,cell organization and biogenesis
GO:0045047,P,transport
GO:0045048,P,cell organization and biogenesis
GO:0045049,P,cell organization and biogenesis
GO:0045050,P,cell organization and biogenesis
GO:0045051,P,cell organization and biogenesis
GO:0045052,P,cell organization and biogenesis
GO:0045053,P,other biological processes
GO:0045054,P,transport
GO:0045055,P,transport
GO:0045056,P,transport
GO:0045057,P,transport
GO:0045058,P,developmental processes
GO:0045059,P,developmental processes
GO:0045060,P,developmental processes
GO:0045061,P,developmental processes
GO:0045062,P,developmental processes
GO:0045063,P,developmental processes
GO:0045064,P,developmental processes
GO:0045065,P,developmental processes
GO:0045066,P,developmental processes
GO:0045067,P,developmental processes
GO:0045068,P,developmental processes
GO:0045069,P,other biological processes
GO:0045070,P,other biological processes
GO:0045071,P,other biological processes
GO:0045072,P,protein metabolism
GO:0045073,P,protein metabolism
GO:0045074,P,protein metabolism
GO:0045075,P,protein metabolism
GO:0045076,P,protein metabolism
GO:0045077,P,protein metabolism
GO:0045078,P,protein metabolism
GO:0045079,P,protein metabolism
GO:0045080,P,protein metabolism
GO:0045081,P,protein metabolism
GO:0045082,P,protein metabolism
GO:0045083,P,protein metabolism
GO:0045084,P,protein metabolism
GO:0045085,P,protein metabolism
GO:0045086,P,protein metabolism
GO:0045087,P,stress response
GO:0045088,P,stress response
GO:0045089,P,stress response
GO:0045090,P,other biological processes
GO:0045091,P,other biological processes
GO:0045092,C,plasma membrane
GO:0045092,C,other membranes
GO:0045093,F,other molecular function
GO:0045094,F,other molecular function
GO:0045095,C,cytoskeleton
GO:0045098,C,cytoskeleton
GO:0045103,P,other biological processes
GO:0045104,P,cell organization and biogenesis
GO:0045105,P,cell organization and biogenesis
GO:0045106,P,cell organization and biogenesis
GO:0045107,P,cell organization and biogenesis
GO:0045108,P,cell organization and biogenesis
GO:0045109,P,cell organization and biogenesis
GO:0045110,P,cell organization and biogenesis
GO:0045111,C,cytoskeleton
GO:0045112,P,other metabolic processes
GO:0045112,P,cell organization and biogenesis
GO:0045113,P,other metabolic processes
GO:0045113,P,cell organization and biogenesis
GO:0045114,P,other metabolic processes
GO:0045114,P,cell organization and biogenesis
GO:0045115,P,other metabolic processes
GO:0045115,P,cell organization and biogenesis
GO:0045116,P,protein metabolism
GO:0045117,P,transport
GO:0045118,F,transporter activity
GO:0045119,F,transporter activity
GO:0045120,C,nucleus
GO:0045121,C,other membranes
GO:0045122,P,other metabolic processes
GO:0045123,P,other biological processes
GO:0045124,P,other biological processes
GO:0045125,F,signal transduction activity
GO:0045127,F,kinase activity
GO:0045128,P,cell cycle and proliferation
GO:0045128,P,DNA metabolism
GO:0045129,F,other molecular function
GO:0045130,F,other molecular function
GO:0045131,F,nucleic acid binding activity
GO:0045132,P,cell cycle and proliferation
GO:0045133,F,other molecular function
GO:0045134,F,other molecular function
GO:0045135,F,other molecular function
GO:0045136,P,developmental processes
GO:0045137,P,developmental processes
GO:0045138,P,other biological processes
GO:0045140,F,other molecular function
GO:0045141,P,cell cycle and proliferation
GO:0045141,P,cell organization and biogenesis
GO:0045142,F,nucleic acid binding activity
GO:0045143,P,cell cycle and proliferation
GO:0045144,P,cell cycle and proliferation
GO:0045144,P,cell organization and biogenesis
GO:0045145,F,other molecular function
GO:0045146,P,other metabolic processes
GO:0045147,P,other metabolic processes
GO:0045148,F,other molecular function
GO:0045149,P,other metabolic processes
GO:0045150,P,other metabolic processes
GO:0045151,P,other metabolic processes
GO:0045152,F,other molecular function
GO:0045153,F,other molecular function
GO:0045154,F,other molecular function
GO:0045155,F,other molecular function
GO:0045156,F,other molecular function
GO:0045157,F,other molecular function
GO:0045158,F,other molecular function
GO:0045159,F,cytoskeletal activity
GO:0045160,C,cytoskeleton
GO:0045161,P,developmental processes
GO:0045161,P,cell organization and biogenesis
GO:0045162,P,developmental processes
GO:0045162,P,cell organization and biogenesis
GO:0045163,P,developmental processes
GO:0045163,P,cell organization and biogenesis
GO:0045165,P,other biological processes
GO:0045167,P,other biological processes
GO:0045168,P,cell-cell signaling
GO:0045169,C,other cellular component
GO:0045170,C,other cellular component
GO:0045171,C,non-structural extracellular
GO:0045172,C,non-structural extracellular
GO:0045173,P,protein metabolism
GO:0045174,F,other molecular function
GO:0045175,P,other biological processes
GO:0045176,P,other biological processes
GO:0045177,C,other cellular component
GO:0045178,C,other cellular component
GO:0045179,C,other cellular component
GO:0045180,C,other cellular component
GO:0045181,F,other molecular function
GO:0045182,F,other molecular function
GO:0045183,F,other molecular function
GO:0045184,P,other biological processes
GO:0045185,P,other biological processes
GO:0045186,P,cell organization and biogenesis
GO:0045187,P,other biological processes
GO:0045188,P,other biological processes
GO:0045189,P,protein metabolism
GO:0045190,P,developmental processes
GO:0045190,P,DNA metabolism
GO:0045191,P,developmental processes
GO:0045191,P,DNA metabolism
GO:0045196,P,other biological processes
GO:0045197,P,other biological processes
GO:0045198,P,other biological processes
GO:0045199,P,other biological processes
GO:0045200,P,other biological processes
GO:0045201,P,other biological processes
GO:0045202,C,other cellular component
GO:0045203,C,other membranes
GO:0045204,P,transport
GO:0045208,P,transport
GO:0045209,P,transport
GO:0045210,P,protein metabolism
GO:0045211,C,other membranes
GO:0045212,P,other metabolic processes
GO:0045212,P,cell-cell signaling
GO:0045213,P,other metabolic processes
GO:0045213,P,cell-cell signaling
GO:0045214,P,cell organization and biogenesis
GO:0045216,P,cell organization and biogenesis
GO:0045217,P,cell organization and biogenesis
GO:0045218,P,cell organization and biogenesis
GO:0045219,P,protein metabolism
GO:0045220,P,protein metabolism
GO:0045221,P,protein metabolism
GO:0045222,P,protein metabolism
GO:0045223,P,protein metabolism
GO:0045224,P,protein metabolism
GO:0045225,P,protein metabolism
GO:0045226,P,other metabolic processes
GO:0045227,P,other metabolic processes
GO:0045227,P,cell organization and biogenesis
GO:0045228,P,other metabolic processes
GO:0045228,P,cell organization and biogenesis
GO:0045229,P,cell organization and biogenesis
GO:0045230,P,cell organization and biogenesis
GO:0045231,P,cell organization and biogenesis
GO:0045232,P,cell organization and biogenesis
GO:0045234,P,protein metabolism
GO:0045236,F,signal transduction activity
GO:0045237,F,signal transduction activity
GO:0045238,F,signal transduction activity
GO:0045239,C,other cellular component
GO:0045240,C,other cellular component
GO:0045241,C,cytosol
GO:0045242,C,other cellular component
GO:0045243,C,cytosol
GO:0045244,C,mitochondrion
GO:0045246,C,cytosol
GO:0045247,C,cytosol
GO:0045248,C,cytosol
GO:0045249,C,other cellular component
GO:0045250,C,other cellular component
GO:0045251,C,other cellular component
GO:0045252,C,other cellular component
GO:0045253,C,other cellular component
GO:0045254,C,other cellular component
GO:0045257,C,other membranes
GO:0045258,C,plasma membrane
GO:0045258,C,other membranes
GO:0045259,C,other membranes
GO:0045260,C,plasma membrane
GO:0045260,C,other membranes
GO:0045261,C,other membranes
GO:0045262,C,plasma membrane
GO:0045262,C,other membranes
GO:0045263,C,other membranes
GO:0045264,C,plasma membrane
GO:0045264,C,other membranes
GO:0045265,C,other membranes
GO:0045266,C,plasma membrane
GO:0045266,C,other membranes
GO:0045267,C,other membranes
GO:0045268,C,plasma membrane
GO:0045268,C,other membranes
GO:0045269,C,other membranes
GO:0045270,C,plasma membrane
GO:0045270,C,other membranes
GO:0045271,C,other membranes
GO:0045272,C,plasma membrane
GO:0045272,C,other membranes
GO:0045273,C,other membranes
GO:0045274,C,plasma membrane
GO:0045274,C,other membranes
GO:0045275,C,other membranes
GO:0045276,C,plasma membrane
GO:0045276,C,other membranes
GO:0045277,C,other membranes
GO:0045278,C,plasma membrane
GO:0045278,C,other membranes
GO:0045281,C,other membranes
GO:0045282,C,plasma membrane
GO:0045282,C,other membranes
GO:0045283,C,other membranes
GO:0045284,C,plasma membrane
GO:0045284,C,other membranes
GO:0045289,F,other molecular function
GO:0045290,F,other molecular function
GO:0045291,P,RNA metabolism
GO:0045292,P,RNA metabolism
GO:0045293,C,other cellular component
GO:0045294,F,other molecular function
GO:0045295,F,other molecular function
GO:0045296,F,other molecular function
GO:0045297,P,other biological processes
GO:0045298,C,cytoskeleton
GO:0045299,P,developmental processes
GO:0045300,F,other molecular function
GO:0045301,F,other molecular function
GO:0045302,F,other molecular function
GO:0045303,F,other molecular function
GO:0045304,P,other biological processes
GO:0045309,F,other molecular function
GO:0045311,P,other biological processes
GO:0045312,P,other metabolic processes
GO:0045313,P,developmental processes
GO:0045313,P,cell organization and biogenesis
GO:0045314,P,developmental processes
GO:0045315,P,developmental processes
GO:0045316,P,developmental processes
GO:0045317,P,developmental processes
GO:0045320,C,other membranes
GO:0045321,P,other biological processes
GO:0045322,F,nucleic acid binding activity
GO:0045323,C,plasma membrane
GO:0045323,C,other membranes
GO:0045324,P,transport
GO:0045325,P,protein metabolism
GO:0045326,P,protein metabolism
GO:0045327,P,protein metabolism
GO:0045328,P,protein metabolism
GO:0045328,P,cell organization and biogenesis
GO:0045329,P,other metabolic processes
GO:0045330,F,other molecular function
GO:0045332,P,transport
GO:0045332,P,cell organization and biogenesis
GO:0045333,P,other metabolic processes
GO:0045334,C,other cellular component
GO:0045335,C,other cellular component
GO:0045336,C,other cellular component
GO:0045337,P,other metabolic processes
GO:0045338,P,other metabolic processes
GO:0045339,P,other metabolic processes
GO:0045340,F,other molecular function
GO:0045341,P,other metabolic processes
GO:0045342,P,other metabolic processes
GO:0045343,P,other metabolic processes
GO:0045344,P,other metabolic processes
GO:0045345,P,other metabolic processes
GO:0045346,P,other metabolic processes
GO:0045347,P,other metabolic processes
GO:0045348,P,other metabolic processes
GO:0045349,P,protein metabolism
GO:0045350,P,protein metabolism
GO:0045351,P,protein metabolism
GO:0045352,F,signal transduction activity
GO:0045353,F,signal transduction activity
GO:0045354,P,protein metabolism
GO:0045355,P,protein metabolism
GO:0045356,P,protein metabolism
GO:0045357,P,protein metabolism
GO:0045358,P,protein metabolism
GO:0045359,P,protein metabolism
GO:0045360,P,protein metabolism
GO:0045361,P,protein metabolism
GO:0045362,P,protein metabolism
GO:0045363,P,protein metabolism
GO:0045364,P,protein metabolism
GO:0045365,P,protein metabolism
GO:0045366,P,protein metabolism
GO:0045367,P,protein metabolism
GO:0045368,P,protein metabolism
GO:0045369,P,protein metabolism
GO:0045370,P,protein metabolism
GO:0045371,P,protein metabolism
GO:0045372,P,protein metabolism
GO:0045373,P,protein metabolism
GO:0045374,P,protein metabolism
GO:0045375,P,protein metabolism
GO:0045376,P,protein metabolism
GO:0045377,P,protein metabolism
GO:0045378,P,protein metabolism
GO:0045379,P,protein metabolism
GO:0045380,P,protein metabolism
GO:0045381,P,protein metabolism
GO:0045382,P,protein metabolism
GO:0045383,P,protein metabolism
GO:0045384,P,protein metabolism
GO:0045385,P,protein metabolism
GO:0045386,P,protein metabolism
GO:0045387,P,protein metabolism
GO:0045388,P,protein metabolism
GO:0045389,P,protein metabolism
GO:0045390,P,protein metabolism
GO:0045391,P,protein metabolism
GO:0045392,P,protein metabolism
GO:0045393,P,protein metabolism
GO:0045394,P,protein metabolism
GO:0045395,P,protein metabolism
GO:0045396,P,protein metabolism
GO:0045397,P,protein metabolism
GO:0045398,P,protein metabolism
GO:0045399,P,protein metabolism
GO:0045400,P,protein metabolism
GO:0045401,P,protein metabolism
GO:0045402,P,protein metabolism
GO:0045403,P,protein metabolism
GO:0045404,P,protein metabolism
GO:0045405,P,protein metabolism
GO:0045406,P,protein metabolism
GO:0045407,P,protein metabolism
GO:0045408,P,protein metabolism
GO:0045409,P,protein metabolism
GO:0045410,P,protein metabolism
GO:0045411,P,protein metabolism
GO:0045412,P,protein metabolism
GO:0045413,P,protein metabolism
GO:0045414,P,protein metabolism
GO:0045415,P,protein metabolism
GO:0045416,P,protein metabolism
GO:0045417,P,protein metabolism
GO:0045418,P,protein metabolism
GO:0045419,P,protein metabolism
GO:0045420,P,protein metabolism
GO:0045421,P,protein metabolism
GO:0045422,P,protein metabolism
GO:0045423,P,protein metabolism
GO:0045424,P,protein metabolism
GO:0045425,P,protein metabolism
GO:0045426,P,other metabolic processes
GO:0045427,P,protein metabolism
GO:0045428,P,other metabolic processes
GO:0045429,P,other metabolic processes
GO:0045430,F,other molecular function
GO:0045431,F,other molecular function
GO:0045433,P,other biological processes
GO:0045434,P,other biological processes
GO:0045435,F,other molecular function
GO:0045436,F,other molecular function
GO:0045437,F,other molecular function
GO:0045438,F,other molecular function
GO:0045439,F,other molecular function
GO:0045442,F,other molecular function
GO:0045443,P,transport
GO:0045443,P,cell-cell signaling
GO:0045444,P,other biological processes
GO:0045445,P,other biological processes
GO:0045446,P,other biological processes
GO:0045448,P,cell cycle and proliferation
GO:0045448,P,developmental processes
GO:0045450,P,developmental processes
GO:0045451,P,developmental processes
GO:0045451,P,cell organization and biogenesis
GO:0045453,P,other biological processes
GO:0045454,P,other biological processes
GO:0045455,P,other metabolic processes
GO:0045455,P,developmental processes
GO:0045456,P,other metabolic processes
GO:0045456,P,developmental processes
GO:0045457,P,transport
GO:0045457,P,cell-cell signaling
GO:0045458,P,DNA metabolism
GO:0045458,P,cell organization and biogenesis
GO:0045459,P,protein metabolism
GO:0045459,P,cell organization and biogenesis
GO:0045460,P,other metabolic processes
GO:0045461,P,other metabolic processes
GO:0045462,F,other molecular function
GO:0045463,P,developmental processes
GO:0045464,P,developmental processes
GO:0045465,P,developmental processes
GO:0045466,P,developmental processes
GO:0045467,P,developmental processes
GO:0045468,P,developmental processes
GO:0045469,P,developmental processes
GO:0045470,P,developmental processes
GO:0045471,P,other biological processes
GO:0045472,P,other biological processes
GO:0045475,P,other biological processes
GO:0045476,P,death
GO:0045477,P,death
GO:0045478,P,cell organization and biogenesis
GO:0045479,P,transport
GO:0045479,P,cell organization and biogenesis
GO:0045480,F,other molecular function
GO:0045481,F,other molecular function
GO:0045482,F,other molecular function
GO:0045483,F,other molecular function
GO:0045484,F,other molecular function
GO:0045485,F,other molecular function
GO:0045486,F,other molecular function
GO:0045487,P,other metabolic processes
GO:0045488,P,other metabolic processes
GO:0045489,P,other metabolic processes
GO:0045490,P,other metabolic processes
GO:0045491,P,other metabolic processes
GO:0045492,P,other metabolic processes
GO:0045493,P,other metabolic processes
GO:0045494,P,cell organization and biogenesis
GO:0045495,C,other cellular component
GO:0045496,P,developmental processes
GO:0045497,P,developmental processes
GO:0045498,P,developmental processes
GO:0045499,F,other molecular function
GO:0045500,P,signal transduction
GO:0045500,P,developmental processes
GO:0045501,P,signal transduction
GO:0045501,P,developmental processes
GO:0045502,F,other molecular function
GO:0045503,F,other molecular function
GO:0045504,F,other molecular function
GO:0045505,F,other molecular function
GO:0045506,F,signal transduction activity
GO:0045507,F,signal transduction activity
GO:0045508,F,signal transduction activity
GO:0045509,F,signal transduction activity
GO:0045510,F,other molecular function
GO:0045511,F,other molecular function
GO:0045512,F,other molecular function
GO:0045513,F,other molecular function
GO:0045514,F,signal transduction activity
GO:0045515,F,signal transduction activity
GO:0045516,F,signal transduction activity
GO:0045517,F,signal transduction activity
GO:0045518,F,signal transduction activity
GO:0045519,F,signal transduction activity
GO:0045520,F,signal transduction activity
GO:0045521,F,signal transduction activity
GO:0045522,F,signal transduction activity
GO:0045523,F,signal transduction activity
GO:0045524,P,protein metabolism
GO:0045525,P,protein metabolism
GO:0045526,P,protein metabolism
GO:0045527,P,protein metabolism
GO:0045528,P,protein metabolism
GO:0045529,P,protein metabolism
GO:0045530,P,protein metabolism
GO:0045531,P,protein metabolism
GO:0045532,P,protein metabolism
GO:0045533,P,protein metabolism
GO:0045534,P,protein metabolism
GO:0045535,P,protein metabolism
GO:0045536,P,protein metabolism
GO:0045537,P,protein metabolism
GO:0045538,P,protein metabolism
GO:0045539,P,protein metabolism
GO:0045540,P,other metabolic processes
GO:0045541,P,other metabolic processes
GO:0045542,P,other metabolic processes
GO:0045543,F,other molecular function
GO:0045544,F,other molecular function
GO:0045545,F,other molecular function
GO:0045547,F,other molecular function
GO:0045548,F,other molecular function
GO:0045549,F,other molecular function
GO:0045550,F,other molecular function
GO:0045551,F,other molecular function
GO:0045552,F,other molecular function
GO:0045553,P,protein metabolism
GO:0045554,P,protein metabolism
GO:0045555,P,protein metabolism
GO:0045556,P,protein metabolism
GO:0045557,P,other metabolic processes
GO:0045558,P,other metabolic processes
GO:0045559,P,other metabolic processes
GO:0045560,P,other metabolic processes
GO:0045561,P,other metabolic processes
GO:0045562,P,other metabolic processes
GO:0045563,P,other metabolic processes
GO:0045564,P,other metabolic processes
GO:0045565,P,other metabolic processes
GO:0045566,P,other metabolic processes
GO:0045567,P,other metabolic processes
GO:0045568,P,other metabolic processes
GO:0045569,F,other molecular function
GO:0045570,P,developmental processes
GO:0045571,P,developmental processes
GO:0045572,P,developmental processes
GO:0045574,P,other metabolic processes
GO:0045575,P,other biological processes
GO:0045576,P,other biological processes
GO:0045577,P,developmental processes
GO:0045578,P,developmental processes
GO:0045579,P,developmental processes
GO:0045580,P,developmental processes
GO:0045581,P,developmental processes
GO:0045582,P,developmental processes
GO:0045583,P,developmental processes
GO:0045584,P,developmental processes
GO:0045585,P,developmental processes
GO:0045586,P,developmental processes
GO:0045587,P,developmental processes
GO:0045588,P,developmental processes
GO:0045589,P,developmental processes
GO:0045590,P,developmental processes
GO:0045591,P,developmental processes
GO:0045592,P,developmental processes
GO:0045593,P,developmental processes
GO:0045594,P,developmental processes
GO:0045595,P,other biological processes
GO:0045596,P,other biological processes
GO:0045597,P,other biological processes
GO:0045598,P,other biological processes
GO:0045599,P,other biological processes
GO:0045600,P,other biological processes
GO:0045601,P,developmental processes
GO:0045602,P,developmental processes
GO:0045603,P,developmental processes
GO:0045604,P,developmental processes
GO:0045605,P,developmental processes
GO:0045606,P,developmental processes
GO:0045607,P,developmental processes
GO:0045608,P,developmental processes
GO:0045609,P,developmental processes
GO:0045610,P,other biological processes
GO:0045611,P,other biological processes
GO:0045612,P,other biological processes
GO:0045613,P,other biological processes
GO:0045614,P,other biological processes
GO:0045615,P,other biological processes
GO:0045616,P,developmental processes
GO:0045617,P,developmental processes
GO:0045618,P,developmental processes
GO:0045619,P,developmental processes
GO:0045620,P,developmental processes
GO:0045621,P,developmental processes
GO:0045622,P,developmental processes
GO:0045623,P,developmental processes
GO:0045624,P,developmental processes
GO:0045625,P,developmental processes
GO:0045626,P,developmental processes
GO:0045627,P,developmental processes
GO:0045628,P,developmental processes
GO:0045629,P,developmental processes
GO:0045630,P,developmental processes
GO:0045631,P,developmental processes
GO:0045632,P,developmental processes
GO:0045633,P,developmental processes
GO:0045634,P,other biological processes
GO:0045635,P,other biological processes
GO:0045636,P,other biological processes
GO:0045637,P,developmental processes
GO:0045638,P,developmental processes
GO:0045639,P,developmental processes
GO:0045640,P,developmental processes
GO:0045641,P,developmental processes
GO:0045642,P,developmental processes
GO:0045643,P,developmental processes
GO:0045644,P,developmental processes
GO:0045645,P,developmental processes
GO:0045646,P,developmental processes
GO:0045647,P,developmental processes
GO:0045648,P,developmental processes
GO:0045649,P,developmental processes
GO:0045650,P,developmental processes
GO:0045651,P,developmental processes
GO:0045652,P,developmental processes
GO:0045653,P,developmental processes
GO:0045654,P,developmental processes
GO:0045655,P,developmental processes
GO:0045656,P,developmental processes
GO:0045657,P,developmental processes
GO:0045658,P,developmental processes
GO:0045659,P,developmental processes
GO:0045660,P,developmental processes
GO:0045661,P,developmental processes
GO:0045662,P,developmental processes
GO:0045663,P,developmental processes
GO:0045664,P,developmental processes
GO:0045665,P,developmental processes
GO:0045666,P,developmental processes
GO:0045667,P,other biological processes
GO:0045668,P,other biological processes
GO:0045669,P,other biological processes
GO:0045670,P,developmental processes
GO:0045671,P,developmental processes
GO:0045672,P,developmental processes
GO:0045676,P,developmental processes
GO:0045677,P,developmental processes
GO:0045678,P,developmental processes
GO:0045679,P,developmental processes
GO:0045680,P,developmental processes
GO:0045681,P,developmental processes
GO:0045682,P,developmental processes
GO:0045683,P,developmental processes
GO:0045684,P,developmental processes
GO:0045685,P,developmental processes
GO:0045686,P,developmental processes
GO:0045687,P,developmental processes
GO:0045688,P,developmental processes
GO:0045689,P,developmental processes
GO:0045690,P,developmental processes
GO:0045691,P,developmental processes
GO:0045692,P,developmental processes
GO:0045693,P,developmental processes
GO:0045694,P,developmental processes
GO:0045695,P,developmental processes
GO:0045696,P,developmental processes
GO:0045697,P,developmental processes
GO:0045698,P,developmental processes
GO:0045699,P,developmental processes
GO:0045700,P,cell organization and biogenesis
GO:0045701,P,cell organization and biogenesis
GO:0045702,P,cell organization and biogenesis
GO:0045703,F,other molecular function
GO:0045704,P,developmental processes
GO:0045705,P,developmental processes
GO:0045706,P,developmental processes
GO:0045707,P,developmental processes
GO:0045708,P,developmental processes
GO:0045709,P,developmental processes
GO:0045710,P,developmental processes
GO:0045711,P,developmental processes
GO:0045712,P,developmental processes
GO:0045713,P,other metabolic processes
GO:0045714,P,other metabolic processes
GO:0045715,P,other metabolic processes
GO:0045716,P,other metabolic processes
GO:0045717,P,other metabolic processes
GO:0045718,P,cell organization and biogenesis
GO:0045719,P,other metabolic processes
GO:0045720,P,other metabolic processes
GO:0045720,P,cell organization and biogenesis
GO:0045721,P,other metabolic processes
GO:0045722,P,other metabolic processes
GO:0045723,P,other metabolic processes
GO:0045724,P,cell organization and biogenesis
GO:0045725,P,other metabolic processes
GO:0045726,P,other metabolic processes
GO:0045726,P,cell organization and biogenesis
GO:0045727,P,protein metabolism
GO:0045728,P,stress response
GO:0045728,P,other metabolic processes
GO:0045729,P,other metabolic processes
GO:0045730,P,other metabolic processes
GO:0045732,P,protein metabolism
GO:0045733,P,other metabolic processes
GO:0045734,P,other metabolic processes
GO:0045735,F,other molecular function
GO:0045736,P,cell cycle and proliferation
GO:0045736,P,protein metabolism
GO:0045737,P,cell cycle and proliferation
GO:0045737,P,protein metabolism
GO:0045738,P,stress response
GO:0045738,P,DNA metabolism
GO:0045739,P,stress response
GO:0045739,P,DNA metabolism
GO:0045740,P,DNA metabolism
GO:0045741,P,signal transduction
GO:0045741,P,protein metabolism
GO:0045742,P,signal transduction
GO:0045743,P,signal transduction
GO:0045744,P,signal transduction
GO:0045745,P,signal transduction
GO:0045746,P,signal transduction
GO:0045747,P,signal transduction
GO:0045748,P,developmental processes
GO:0045749,P,cell cycle and proliferation
GO:0045750,P,cell cycle and proliferation
GO:0045751,P,signal transduction
GO:0045752,P,signal transduction
GO:0045753,P,other metabolic processes
GO:0045754,P,other metabolic processes
GO:0045755,P,other metabolic processes
GO:0045756,P,other metabolic processes
GO:0045759,P,other biological processes
GO:0045760,P,other biological processes
GO:0045761,P,other metabolic processes
GO:0045762,P,other metabolic processes
GO:0045763,P,other metabolic processes
GO:0045764,P,other metabolic processes
GO:0045765,P,developmental processes
GO:0045766,P,developmental processes
GO:0045767,P,death
GO:0045768,P,death
GO:0045769,P,other biological processes
GO:0045770,P,other biological processes
GO:0045771,P,stress response
GO:0045771,P,other metabolic processes
GO:0045771,P,cell organization and biogenesis
GO:0045772,P,stress response
GO:0045772,P,other metabolic processes
GO:0045772,P,cell organization and biogenesis
GO:0045773,P,developmental processes
