GO_id,term,GOSlim_bin
GO:0019588,P,other metabolic processes
GO:0019589,P,other metabolic processes
GO:0019590,P,other metabolic processes
GO:0019592,P,other metabolic processes
GO:0019593,P,other metabolic processes
GO:0019594,P,other metabolic processes
GO:0019595,P,other metabolic processes
GO:0019596,P,other metabolic processes
GO:0019597,P,other metabolic processes
GO:0019598,P,other metabolic processes
GO:0019599,P,other metabolic processes
GO:0019600,P,other metabolic processes
GO:0019601,P,other metabolic processes
GO:0019602,P,other metabolic processes
GO:0019603,P,other metabolic processes
GO:0019604,P,other metabolic processes
GO:0019605,P,other metabolic processes
GO:0019606,P,other metabolic processes
GO:0019607,P,other metabolic processes
GO:0019607,P,cell-cell signaling
GO:0019608,P,other metabolic processes
GO:0019609,P,other metabolic processes
GO:0019610,P,other metabolic processes
GO:0019611,P,other metabolic processes
GO:0019612,P,other metabolic processes
GO:0019614,P,other metabolic processes
GO:0019615,P,other metabolic processes
GO:0019616,P,other metabolic processes
GO:0019617,P,other metabolic processes
GO:0019618,P,other metabolic processes
GO:0019619,P,other metabolic processes
GO:0019620,P,other metabolic processes
GO:0019621,P,other metabolic processes
GO:0019622,P,other metabolic processes
GO:0019623,P,other metabolic processes
GO:0019624,P,other metabolic processes
GO:0019625,P,other metabolic processes
GO:0019626,P,other metabolic processes
GO:0019627,P,other metabolic processes
GO:0019628,P,other metabolic processes
GO:0019629,P,other metabolic processes
GO:0019630,P,other metabolic processes
GO:0019631,P,other metabolic processes
GO:0019632,P,other metabolic processes
GO:0019633,P,other metabolic processes
GO:0019634,P,other metabolic processes
GO:0019635,P,other metabolic processes
GO:0019636,P,other metabolic processes
GO:0019637,P,other metabolic processes
GO:0019638,P,other metabolic processes
GO:0019639,P,other metabolic processes
GO:0019640,P,other metabolic processes
GO:0019643,P,other metabolic processes
GO:0019645,P,other metabolic processes
GO:0019646,P,other metabolic processes
GO:0019647,P,other metabolic processes
GO:0019648,P,other metabolic processes
GO:0019649,P,other metabolic processes
GO:0019650,P,other metabolic processes
GO:0019651,P,other metabolic processes
GO:0019652,P,other metabolic processes
GO:0019653,P,other metabolic processes
GO:0019654,P,other metabolic processes
GO:0019655,P,other metabolic processes
GO:0019656,P,other metabolic processes
GO:0019657,P,other metabolic processes
GO:0019658,P,other metabolic processes
GO:0019659,P,other metabolic processes
GO:0019660,P,other metabolic processes
GO:0019661,P,other metabolic processes
GO:0019662,P,other metabolic processes
GO:0019664,P,other metabolic processes
GO:0019665,P,other metabolic processes
GO:0019666,P,other metabolic processes
GO:0019667,P,other metabolic processes
GO:0019668,P,other metabolic processes
GO:0019669,P,other metabolic processes
GO:0019670,P,other metabolic processes
GO:0019671,P,other metabolic processes
GO:0019672,P,other metabolic processes
GO:0019673,P,other metabolic processes
GO:0019674,P,other metabolic processes
GO:0019676,P,other metabolic processes
GO:0019677,P,other metabolic processes
GO:0019678,P,other metabolic processes
GO:0019679,P,other metabolic processes
GO:0019680,P,other metabolic processes
GO:0019681,P,other metabolic processes
GO:0019682,P,other metabolic processes
GO:0019683,P,other metabolic processes
GO:0019684,P,other metabolic processes
GO:0019685,P,other metabolic processes
GO:0019686,P,other metabolic processes
GO:0019687,P,other metabolic processes
GO:0019688,P,other metabolic processes
GO:0019689,P,other metabolic processes
GO:0019690,P,other metabolic processes
GO:0019692,P,other metabolic processes
GO:0019693,P,other metabolic processes
GO:0019694,P,other metabolic processes
GO:0019695,P,other metabolic processes
GO:0019696,P,other metabolic processes
GO:0019697,P,other metabolic processes
GO:0019698,P,other metabolic processes
GO:0019700,P,other metabolic processes
GO:0019701,P,protein metabolism
GO:0019702,F,other molecular function
GO:0019703,P,protein metabolism
GO:0019704,P,protein metabolism
GO:0019705,F,other molecular function
GO:0019706,F,other molecular function
GO:0019707,F,other molecular function
GO:0019708,P,protein metabolism
GO:0019709,P,protein metabolism
GO:0019709,P,cell organization and biogenesis
GO:0019710,P,protein metabolism
GO:0019711,P,protein metabolism
GO:0019712,P,protein metabolism
GO:0019713,P,protein metabolism
GO:0019714,P,protein metabolism
GO:0019715,P,protein metabolism
GO:0019716,P,protein metabolism
GO:0019720,P,protein metabolism
GO:0019722,P,signal transduction
GO:0019724,P,other biological processes
GO:0019725,P,other biological processes
GO:0019726,F,other molecular function
GO:0019727,F,other molecular function
GO:0019728,P,protein metabolism
GO:0019729,P,protein metabolism
GO:0019730,P,other biological processes
GO:0019731,P,stress response
GO:0019732,P,stress response
GO:0019736,P,protein metabolism
GO:0019740,P,other biological processes
GO:0019741,P,other metabolic processes
GO:0019742,P,other metabolic processes
GO:0019743,P,other metabolic processes
GO:0019744,P,other metabolic processes
GO:0019745,P,other metabolic processes
GO:0019746,P,other metabolic processes
GO:0019747,P,other metabolic processes
GO:0019748,P,other metabolic processes
GO:0019749,P,transport
GO:0019750,P,other biological processes
GO:0019751,P,other metabolic processes
GO:0019752,P,other metabolic processes
GO:0019755,P,transport
GO:0019756,P,other metabolic processes
GO:0019757,P,other metabolic processes
GO:0019758,P,other metabolic processes
GO:0019759,P,other metabolic processes
GO:0019760,P,other metabolic processes
GO:0019761,P,other metabolic processes
GO:0019762,P,other metabolic processes
GO:0019763,F,signal transduction activity
GO:0019766,F,signal transduction activity
GO:0019767,F,signal transduction activity
GO:0019768,F,signal transduction activity
GO:0019769,F,signal transduction activity
GO:0019770,F,signal transduction activity
GO:0019771,F,signal transduction activity
GO:0019772,F,signal transduction activity
GO:0019773,C,other cellular component
GO:0019774,C,other cellular component
GO:0019775,F,other molecular function
GO:0019776,F,other molecular function
GO:0019777,F,other molecular function
GO:0019778,F,other molecular function
GO:0019779,F,other molecular function
GO:0019780,F,other molecular function
GO:0019781,F,other molecular function
GO:0019782,F,other molecular function
GO:0019783,F,other molecular function
GO:0019784,F,other molecular function
GO:0019785,F,other molecular function
GO:0019786,F,other molecular function
GO:0019787,F,other molecular function
GO:0019788,F,other molecular function
GO:0019789,F,other molecular function
GO:0019793,F,transporter activity
GO:0019797,F,other molecular function
GO:0019798,F,other molecular function
GO:0019799,F,other molecular function
GO:0019800,P,protein metabolism
GO:0019801,P,protein metabolism
GO:0019802,P,protein metabolism
GO:0019803,P,protein metabolism
GO:0019805,P,other metabolic processes
GO:0019806,F,other molecular function
GO:0019807,F,other molecular function
GO:0019808,F,other molecular function
GO:0019809,F,other molecular function
GO:0019810,F,other molecular function
GO:0019811,F,other molecular function
GO:0019812,C,other cellular component
GO:0019813,C,other cellular component
GO:0019814,C,other cellular component
GO:0019815,C,plasma membrane
GO:0019815,C,other membranes
GO:0019817,P,transport
GO:0019817,P,cell organization and biogenesis
GO:0019819,C,other cytoplasmic organelle
GO:0019820,C,other cytoplasmic organelle
GO:0019821,C,other cytoplasmic organelle
GO:0019822,C,other cytoplasmic organelle
GO:0019823,C,other cytoplasmic organelle
GO:0019824,C,other cytoplasmic organelle
GO:0019825,F,other molecular function
GO:0019826,F,other molecular function
GO:0019827,P,other biological processes
GO:0019828,F,enzyme regulator activity
GO:0019829,F,transporter activity
GO:0019834,F,enzyme regulator activity
GO:0019835,P,death
GO:0019836,P,other biological processes
GO:0019838,F,other molecular function
GO:0019840,F,other molecular function
GO:0019841,F,other molecular function
GO:0019842,F,other molecular function
GO:0019843,F,nucleic acid binding activity
GO:0019852,P,other metabolic processes
GO:0019853,P,other metabolic processes
GO:0019854,P,other metabolic processes
GO:0019855,F,other molecular function
GO:0019856,P,other metabolic processes
GO:0019857,P,other metabolic processes
GO:0019858,P,other metabolic processes
GO:0019859,P,other metabolic processes
GO:0019860,P,other metabolic processes
GO:0019861,C,other cellular component
GO:0019862,F,other molecular function
GO:0019863,F,other molecular function
GO:0019864,F,other molecular function
GO:0019865,F,other molecular function
GO:0019866,C,other membranes
GO:0019867,C,other membranes
GO:0019869,F,other molecular function
GO:0019870,F,other molecular function
GO:0019871,F,other molecular function
GO:0019872,P,other metabolic processes
GO:0019874,F,other molecular function
GO:0019875,F,other molecular function
GO:0019876,P,other metabolic processes
GO:0019877,P,other metabolic processes
GO:0019878,P,other metabolic processes
GO:0019879,P,protein metabolism
GO:0019882,P,other biological processes
GO:0019883,P,other biological processes
GO:0019884,P,other biological processes
GO:0019885,P,other biological processes
GO:0019886,P,other biological processes
GO:0019887,F,enzyme regulator activity
GO:0019888,F,enzyme regulator activity
GO:0019889,P,other metabolic processes
GO:0019894,F,cytoskeletal activity
GO:0019895,F,cytoskeletal activity
GO:0019896,P,transport
GO:0019897,C,plasma membrane
GO:0019897,C,other membranes
GO:0019898,C,other membranes
GO:0019899,F,other molecular function
GO:0019900,F,other molecular function
GO:0019901,F,other molecular function
GO:0019902,F,other molecular function
GO:0019903,F,other molecular function
GO:0019904,F,other molecular function
GO:0019905,F,other molecular function
GO:0019907,C,nucleus
GO:0019908,C,nucleus
GO:0019909,F,enzyme regulator activity
GO:0019910,C,mitochondrion
GO:0019911,F,other molecular function
GO:0019912,F,enzyme regulator activity
GO:0019912,F,kinase activity
GO:0019914,F,enzyme regulator activity
GO:0019915,P,other biological processes
GO:0019916,P,protein metabolism
GO:0019917,P,protein metabolism
GO:0019918,P,protein metabolism
GO:0019919,P,protein metabolism
GO:0019920,P,protein metabolism
GO:0019921,P,protein metabolism
GO:0019922,P,protein metabolism
GO:0019923,P,protein metabolism
GO:0019926,P,protein metabolism
GO:0019927,P,protein metabolism
GO:0019928,P,protein metabolism
GO:0019929,P,protein metabolism
